"Wavelength (nm)","Spectral Radiance (uW/cm2-sr-nm)","Expanded Spectral Radiance Uncertainty k=2 (uW/cm2-sr-nm)","Expanded Spectral Radiance Uncertainty k=2 %","Spectral Radiance (W/m2-sr-nm)","Expanded Spectral Radiance Uncertainty k=2 (W/m2-sr-nm)"
625,50.13910239747,0.5709175700803,1.13866731309715,0.5013910239747,0.005709175700803
626,50.35322014453,0.5730028573379,1.1379666597155,0.5035322014453,0.005730028573379
627,50.56477870337,0.5756019816757,1.13834569523655,0.5056477870337,0.005756019816757
628,50.76850436748,0.5774890108658,1.13749462991018,0.5076850436748,0.005774890108658
629,50.97051351089,0.5793450221868,1.13662779179774,0.5097051351089,0.005793450221868
630,51.17915825821,0.5810651908263,1.13535511446808,0.5117915825821,0.005810651908263
631,51.38315659459,0.5829598903375,1.13453498962125,0.5138315659459,0.005829598903375
632,51.58582002452,0.5849598547741,1.13395474666498,0.5158582002452,0.005849598547741
633,51.78894836211,0.5870235034107,1.13349183942916,0.5178894836211,0.005870235034107
634,51.98230741407,0.5886583969741,1.13242067591399,0.5198230741407,0.005886583969741
635,52.17954437875,0.5910755947786,1.13277262539555,0.5217954437875,0.005910755947786
636,52.38621061688,0.5931818431502,1.13232439637286,0.5238621061688,0.005931818431502
637,52.6005042488,0.5948262129064,1.13083747276048,0.526005042488,0.005948262129064
638,52.8091532052,0.5970102831116,1.13050531371295,0.528091532052,0.005970102831116
639,53.00654966659,0.5991858845746,1.13039971162708,0.5300654966659,0.005991858845746
640,53.18335890414,0.6006750976098,1.12944182162786,0.5318335890414,0.006006750976098
641,53.37362480398,0.6025335400809,1.12889754498362,0.5337362480398,0.006025335400809
642,53.57610019792,0.604331931815,1.1279879080084,0.5357610019792,0.00604331931815
643,53.77738111432,0.6062675787951,1.12736538342448,0.5377738111432,0.006062675787951
644,53.97845518292,0.608184224839,1.12671661828411,0.5397845518292,0.00608184224839
645,54.17995452054,0.6103903655313,1.1265981504283,0.5417995452054,0.006103903655313
646,54.3855678372,0.6119910698418,1.12528211836228,0.543855678372,0.006119910698418
647,54.57066009758,0.6129784924482,1.12327483551071,0.5457066009758,0.006129784924482
648,54.74721474473,0.614638534543,1.12268457383426,0.5474721474473,0.00614638534543
649,54.92802432913,0.6164831058925,1.12234713230995,0.5492802432913,0.006164831058925
650,55.1016806075,0.6183393256636,1.12217870461729,0.551016806075,0.006183393256636
651,55.27431431581,0.6198999196534,1.12149725840397,0.5527431431581,0.006198999196534
652,55.44914986982,0.6219438061309,1.12164714443965,0.5544914986982,0.006219438061309
653,55.63083952396,0.6239794577145,1.12164307253669,0.5563083952396,0.006239794577145
654,55.81626455554,0.6250578864142,1.1198490106629,0.5581626455554,0.006250578864142
655,56.00673861465,0.6271342267373,1.11974780579931,0.5600673861465,0.006271342267373
656,56.21943697714,0.6305138578135,1.12152289620026,0.5621943697714,0.006305138578135
657,56.4241799512,0.6321485619154,1.12035046404242,0.564241799512,0.006321485619154
658,56.61825457641,0.6341420593772,1.12003109972489,0.5661825457641,0.006341420593772
659,56.82000927399,0.6359205005399,1.11918408438381,0.5682000927399,0.006359205005399
660,57.01250226614,0.6372944342358,1.11781523157999,0.5701250226614,0.006372944342358
661,57.19822766719,0.6390773237898,1.11730266802722,0.5719822766719,0.006390773237898
662,57.38762281943,0.6414553436224,1.11775904299214,0.5738762281943,0.006414553436224
663,57.5685388896,0.6431769174112,1.11723682729664,0.575685388896,0.006431769174112
664,57.74524967508,0.6451261022447,1.11719337239805,0.5774524967508,0.006451261022447
665,57.92311802154,0.6467645822216,1.11659144796226,0.5792311802154,0.006467645822216
666,58.10560648427,0.6483712877169,1.11584978962817,0.5810560648427,0.006483712877169
667,58.29175040552,0.6504404151573,1.11583613570078,0.5829175040552,0.006504404151573
668,58.48029057921,0.6526406344851,1.11600101165899,0.5848029057921,0.006526406344851
669,58.66680037167,0.6542615702838,1.11521604406389,0.5866680037167,0.006542615702838
670,58.85082812483,0.6560341907269,1.11474079741982,0.5885082812483,0.006560341907269
671,59.03058383124,0.6576375856655,1.11406247911352,0.5903058383124,0.006576375856655
672,59.19973277099,0.6592115847737,1.11353810890298,0.5919973277099,0.006592115847737
673,59.36342617209,0.6609377619746,1.11337536357587,0.5936342617209,0.006609377619746
674,59.52620625706,0.6629137820603,1.11365031259938,0.5952620625706,0.006629137820603
675,59.69922284184,0.6646001591276,1.11324758931672,0.5969922284184,0.006646001591276
