Wavelength (nm),Uc
716,0.01102001514522
717,0.01101557289637
718,0.01101280528796
719,0.0110162419966
720,0.01102035740559
721,0.01101112542166
722,0.01101433202948
723,0.01100971079281
724,0.01099968705275
725,0.01099707958961
726,0.01099695815122
727,0.01098949425392
728,0.01098703046782
729,0.01098380721522
730,0.0109815944228
731,0.01098349183047
732,0.01098123157179
733,0.01097451705459
734,0.01097349625688
735,0.01096950790373
736,0.01096875345632
737,0.01097345960364
738,0.01096296948062
739,0.01096380244904
740,0.01096292228621
741,0.01095382765987
742,0.01095549969957
743,0.01095689807959
744,0.01095125826628
745,0.01094600898253
746,0.01094826828679
747,0.01094185788972
748,0.01094430292758
749,0.01094225088206
750,0.01093477141608
751,0.01093469398895
752,0.01092966499862
753,0.01092736545711
754,0.01092873657166
755,0.01092335999158
756,0.01092139542064
757,0.01092161612411
758,0.01091723424537
759,0.01091627744443
760,0.01091445192252
761,0.0108909092505
762,0.01089699890049
763,0.01089482421084
764,0.01088895978769
765,0.01089259945273
766,0.01088838464135
767,0.01088404494386
768,0.01088881310505
769,0.01088599528295
770,0.01087469261092
771,0.01087918357007
772,0.01087926131689
773,0.01088074512042
774,0.01087199057644
775,0.01086506760893
776,0.01086831015256
777,0.01086556416155
778,0.01086285155951
779,0.01086639029137
780,0.01086327050945
781,0.01085662029677
782,0.01085821710746
783,0.01085504485849
784,0.01085999249292
785,0.01086178439776
786,0.010852399003
787,0.01084752791705
788,0.01085259224817
789,0.01085239784381
790,0.01085059388096
791,0.01084786631456
792,0.01084160132538
793,0.01084341823362
794,0.01084577791771
795,0.01084005363947
796,0.01084557831981
797,0.01084679822527
798,0.01083949129926
799,0.01083693630474
800,0.01083053601426
801,0.0108410172498
802,0.01084424335116
803,0.01083411295923
804,0.01082503872435
805,0.01082978808956
806,0.01082792130875
807,0.01082982562136
808,0.01083072558021
809,0.01082729863788
810,0.01082781504719
811,0.01082890226637
812,0.010818120538
813,0.01082523139498
814,0.01082683625082
815,0.01081532931492
816,0.01081918282285
817,0.01081653991283
818,0.01081848074556
819,0.01080906413716
820,0.01081087732957
821,0.01081514125926
822,0.0108072773484
823,0.01080804238181
824,0.01081963022619
825,0.010806345452
826,0.01081060299347
827,0.01080905947016
828,0.01079966423769
829,0.01080661491378
830,0.01081869819775
831,0.01080887954826
832,0.01079243285695
833,0.01079648036684
834,0.01079352431871
835,0.0108051117281
836,0.01081060470486
837,0.01080598627701
838,0.01080609351927
839,0.01080024128801
840,0.01080000099327
841,0.01080121220914
842,0.01079683357914
843,0.0107961556767
844,0.01079213868575
845,0.01079395973882
846,0.01080547962206
847,0.01079442812666
848,0.01079288527331
849,0.010794628888
850,0.01080106661885
851,0.0107816298308
852,0.01078895040848
853,0.01079017713122
854,0.01077976523468
855,0.01077392619553
856,0.01077323158229
857,0.01078236195822
858,0.01079035421231
859,0.01078463463323
860,0.01079186666578
861,0.01078991434571
862,0.01078676807271
863,0.01078355626306
864,0.01077799970039
865,0.01078014971195
866,0.0107903283827
867,0.01078140158976
868,0.01078606415352
869,0.01078699733087
870,0.01077455271738
871,0.01077005887838
872,0.01076643285467
873,0.01077319693986
874,0.01079003067323
875,0.01078084492604
876,0.01075275580325
877,0.01075447997498
878,0.01077024244567
879,0.01078273632873
880,0.01077394537931
881,0.0107693517538
882,0.01077647401236
883,0.01077972130143
884,0.01077032170977
885,0.01077605957267
886,0.01077568371079
887,0.01076601077105
888,0.01077159583611
889,0.01076555278229
890,0.01076418813516
891,0.01077382655393
892,0.01076682717969
893,0.01075580331564
894,0.01075115367178
895,0.01075521497364
896,0.01075990238415
897,0.01076226645099
898,0.01077399882814
899,0.01078777370638
900,0.01077709016872
901,0.01076327361199
902,0.0107498187408
903,0.01075546818695
904,0.01077812748225
905,0.0107847694954
906,0.01078613408017
907,0.01076767515445
908,0.01077935623825
909,0.01077925909814
910,0.01077446826717
911,0.01078276904969
912,0.01076974431857
913,0.01077468383133
914,0.01079635952715
915,0.01083111051893
916,0.01083379984852
917,0.01081101903251
918,0.01079182554901
919,0.0108410591325
920,0.01079535669688
921,0.01080970453119
922,0.01084280547833
923,0.01081731211171
924,0.01082064806496
925,0.01081321125772
926,0.01081073051262
927,0.01082025464368
928,0.01082942951125
929,0.01081185028156
930,0.01082933473846
931,0.01086202996436
932,0.0108200368149
933,0.01081660314138
934,0.01085899220539
935,0.01070279323045
936,0.01066275385599
937,0.01084607803321
938,0.01087286163691
939,0.01072072688578
940,0.01071263366719
941,0.01088508787076
942,0.01084830493439
943,0.01070280527427
944,0.01085494444304
945,0.0107040271701
946,0.01078518407104
947,0.01069699551829
948,0.01068301649467
949,0.01073721553378
950,0.01072810990082
951,0.01069524911179
952,0.01072048636082
953,0.01078893486065
954,0.01077159496266
955,0.01071160165611
956,0.01077941903541
957,0.01074230824201
958,0.01073962276219
959,0.0107621341371
960,0.01080591614097
961,0.01075438676097
962,0.01073958755168
963,0.01079030227743
964,0.01073108852748
965,0.01077127125028
966,0.01081882116502
967,0.01082153908439
968,0.01087179098229
969,0.01073652314237
970,0.01072146660573
971,0.01074397671497
972,0.01076817734812
973,0.01083538762163
974,0.01075874443824
975,0.0107660829954
976,0.01083799990788
977,0.01078545378883
978,0.01080180358153
979,0.01086444424487
980,0.01087293643799
981,0.01092402512971
982,0.01087151135808
983,0.01076288271698
984,0.01073902796299
985,0.01085086254568
986,0.01094844408451
987,0.01075298508547
988,0.01095374167712
989,0.01095775368235
990,0.01076467378114
991,0.01094333715016
992,0.01094864866192
993,0.01092737151945
994,0.01090399049295
995,0.01090743553257
996,0.01090867992263
997,0.01090746941055
998,0.01090006407564
999,0.01089377121762
1000,0.01089355447208
1001,0.01089660462962
1002,0.01090155595077
1003,0.01091028253001
1004,0.01092000394638
1005,0.0109244507691
1006,0.01092348073164
1007,0.01092085270026
1008,0.0109187982101
1009,0.01091682947791
1010,0.01091505740471
1011,0.01091690138904
1012,0.01092102879834
1013,0.01092258112365
1014,0.01092126940119
1015,0.01092091162897
1016,0.01092283328247
1017,0.01092546057101
1018,0.01092924070369
1019,0.01093476620927
1020,0.01094003045681
1021,0.010941848241
1022,0.01094143946542
1023,0.01094140081054
1024,0.01094223118442
1025,0.01094277220161
1026,0.01094402106945
1027,0.01094725845749
1028,0.01095123568482
1029,0.01095412057484
1030,0.01095644817616
1031,0.01095865743386
1032,0.01096066125988
1033,0.01096252038277
1034,0.01096628944041
1035,0.01097208354395
1036,0.01097678462574
1037,0.01097838983483
1038,0.01097906143902
1039,0.01098027454082
1040,0.01098176419152
1041,0.01098272189173
1042,0.01098418754489
1043,0.01098630746102
1044,0.01098800819136
1045,0.01098909586841
1046,0.01099120827752
1047,0.01099457930455
1048,0.01099753152366
1049,0.01099979687961
1050,0.01100244087013
1051,0.01100678626509
1052,0.01101065628505
1053,0.01101388412659
1054,0.01101720202038
1055,0.01102090091079
1056,0.01102270926216
1057,0.01102546464905
1058,0.01102954114052
1059,0.01103347763835
1060,0.01103524627841
1061,0.01103665999712
1062,0.01103805800014
1063,0.01103979041456
1064,0.01104129992764
1065,0.0110431027794
1066,0.01104577722399
1067,0.01104873016218
1068,0.01105118370533
1069,0.01105353769382
1070,0.01105617471442
1071,0.01105896519938
1072,0.01106184734336
1073,0.01106547237499
1074,0.01106963405157
1075,0.01107318845331
1076,0.01107570683321
1077,0.01107799425011
1078,0.01108044058178
1079,0.01108274875001
1080,0.01108507564201
1081,0.01108858876134
1082,0.01109289367958
1083,0.01109620038628
1084,0.01109825671616
1085,0.01110024600716
1086,0.01110268501347
1087,0.01110520651925
1088,0.01110802668816
1089,0.01111163002709
1090,0.01111542690271
1091,0.01111827010534
1092,0.01112060387999
1093,0.01112323724194
1094,0.01112624624281
1095,0.01112929173197
1096,0.01113287125212
1097,0.01113728596768
1098,0.01114142600639
1099,0.01114428394936
1100,0.01114655649772
1101,0.0111490739185
1102,0.01115184343601
1103,0.01115460485882
1104,0.01115820520304
1105,0.01116253484298
1106,0.01116620639327
1107,0.01116888259992
1108,0.01117158097281
1109,0.01117479296263
1110,0.01117794444634
1111,0.01118112000402
1112,0.01118534810779
1113,0.0111901241487
1114,0.01119353549366
1115,0.01119543918403
1116,0.01119772827783
1117,0.01120084909984
1118,0.01120402960741
1119,0.01120720684499
1120,0.01121069432821
1121,0.01121401017897
1122,0.01121677894844
1123,0.01121946381465
1124,0.01122288778152
1125,0.0112266745037
1126,0.01123022391117
1127,0.01123397877635
1128,0.01123813064781
1129,0.01124240493717
1130,0.01124518734318
1131,0.01124746676417
1132,0.01124976925667
1133,0.01125214999806
1134,0.01125445435331
1135,0.01125770506908
1136,0.01126195013651
1137,0.01126570188344
1138,0.01126846365728
1139,0.01127131295721
1140,0.01127476453307
1141,0.01127840043546
1142,0.01128219564125
1143,0.01128641090033
1144,0.01129073040313
1145,0.01129436755695
1146,0.01129758435417
1147,0.01130082433074
1148,0.01130415766636
1149,0.01130738182542
1150,0.01131086518563
1151,0.01131444139661
1152,0.01131791818178
1153,0.01132045511336
1154,0.01132263573153
1155,0.01132523623248
1156,0.01132826702872
1157,0.01133147000405
1158,0.011335177052
1159,0.01133926595078
1160,0.01134290881822
1161,0.01134557421496
1162,0.01134793891864
1163,0.01135053789411
1164,0.01135337463584
1165,0.01135643308013
1166,0.0113600763478
1167,0.0113639289883
1168,0.0113671349009
1169,0.01136977642147
1170,0.01137252089265
1171,0.0113756445372
1172,0.01137880693023
1173,0.01138208437178
1174,0.01138564609803
1175,0.01138912554919
1176,0.01139208507255
1177,0.01139484064362
1178,0.01139786699947
1179,0.01140106762203
1180,0.01140411462653
1181,0.01140734505789
1182,0.01141092512567
1183,0.01141450316617
1184,0.01141786040805
1185,0.01142122775442
1186,0.01142467105735
1187,0.01142790671296
1188,0.01143108779859
1189,0.01143469066565
1190,0.01143856768421
1191,0.01144200599547
1192,0.01144488441947
1193,0.01144793829462
1194,0.011451369228
1195,0.01145484878832
1196,0.01145869682692
1197,0.01146307481093
1198,0.01146709625197
1199,0.01146973863123
1200,0.01147198594763
1201,0.01147515321536
1202,0.01147930292122
1203,0.01148402025025
1204,0.01148945169216
1205,0.01149492759084
1206,0.01149901470518
1207,0.0115010816793
1208,0.01150245648593
1209,0.01150425354878
1210,0.01150662786162
1211,0.01150937587763
1212,0.01151310965839
1213,0.01151753904892
1214,0.01152140580125
1215,0.01152459752902
1216,0.01152794919323
1217,0.01153166172679
1218,0.01153518155762
1219,0.01153880020489
1220,0.01154293002679
1221,0.01154702228577
1222,0.01155013210967
1223,0.01155291910371
1224,0.01155630281539
1225,0.01156024167912
1226,0.01156425435681
1227,0.0115684998447
1228,0.01157278795072
1229,0.0115766915532
1230,0.01158008268997
1231,0.01158357382049
1232,0.0115873329161
1233,0.01159099303545
1234,0.01159465183706
1235,0.01159873038644
1236,0.01160291309661
1237,0.01160651872465
1238,0.01160966857353
1239,0.01161276526853
1240,0.0116160218218
1241,0.01161948921891
1242,0.0116239485249
1243,0.01162973231756
1244,0.0116353596673
1245,0.01163926020818
1246,0.01164200975489
1247,0.01164454521289
1248,0.01164745877274
1249,0.01165070778374
1250,0.01165472073445
1251,0.01165939507836
1252,0.01166366246075
1253,0.01166723643858
1254,0.01167079596523
1255,0.01167470267692
1256,0.01167870889082
1257,0.01168276791047
1258,0.0116870804681
1259,0.01169133892043
1260,0.01169519595096
1261,0.0116991486844
1262,0.01170362116114
1263,0.01170822492867
1264,0.01171236973769
1265,0.01171637665825
1266,0.01172046793588
1267,0.01172432265076
1268,0.01172757071874
1269,0.01173068187402
1270,0.01173405862262
1271,0.01173787649612
1272,0.01174219085005
1273,0.01174718956504
1274,0.01175228418109
1275,0.01175647149158
1276,0.01175995998055
1277,0.0117635031718
1278,0.01176735956981
1279,0.01177127629566
1280,0.01177556611622
1281,0.01178042692656
1282,0.01178520158782
1283,0.01178907021642
1284,0.01179257180476
1285,0.01179637191914
1286,0.01180050378488
1287,0.01180467842033
1288,0.0118090529275
1289,0.0118136055033
1290,0.01181799300574
1291,0.01182227683311
1292,0.01182654611059
1293,0.01183079138705
1294,0.01183484907988
1295,0.01183905386084
1296,0.01184383150579
1297,0.01184864249923
1298,0.01185270483869
1299,0.01185650760404
1300,0.01186064171817
1301,0.01186538574667
1302,0.0118700681161
1303,0.01187485572393
1304,0.01187974953357
1305,0.0118843776466
1306,0.01188860350935
1307,0.01189291994205
1308,0.01189748392629
1309,0.01190199635634
1310,0.0119063966533
1311,0.01191099540499
1312,0.01191582394208
1313,0.01192076242161
1314,0.01192587827375
1315,0.01193114266074
1316,0.01193635829503
1317,0.01194119362867
1318,0.01194579961879
1319,0.01195030863435
1320,0.01195477591503
1321,0.01195917424921
1322,0.0119637678944
1323,0.01196860517076
1324,0.01197349459976
1325,0.01197851395886
1326,0.01198399265449
1327,0.01198969671214
1328,0.01199509067777
1329,0.01200028805528
1330,0.01200532280395
1331,0.0120100649871
1332,0.01201452523605
1333,0.01201923291794
1334,0.01202446515899
1335,0.01202957171864
1336,0.01203409761031
1337,0.01203846851626
1338,0.01204306861487
1339,0.01204776440372
1340,0.01205248113866
1341,0.01205758932581
1342,0.01206298343512
1343,0.01206807085046
1344,0.01207301912358
1345,0.01207820661108
1346,0.01208351637124
1347,0.01208863694531
1348,0.01209386348891
1349,0.0120993871469
1350,0.01210467410228
1351,0.01210934016343
1352,0.01211399304359
1353,0.01211895142275
1354,0.0121239909136
1355,0.012129024341
1356,0.01213443678594
1357,0.01213995720579
1358,0.0121449572752
1359,0.01214958926294
1360,0.01215438890957
1361,0.01215963315657
1362,0.01216535857828
1363,0.01217181949484
1364,0.01217867132283
1365,0.01218489545424
1366,0.01219005367695
1367,0.0121945250683
1368,0.01219847069117
1369,0.01220205552314
1370,0.01220551086591
1371,0.01221027889973
1372,0.01221615247297
1373,0.01222161846139
1374,0.01222662132651
1375,0.01223179958604
1376,0.0122372826142
1377,0.01224269226249
1378,0.01224835436196
1379,0.01225466720342
1380,0.01226135717832
1381,0.0122681692918
1382,0.01227475408362
1383,0.0122808092361
1384,0.0122861474952
1385,0.0122911752141
1386,0.01229634421736
1387,0.0123014547066
1388,0.01230580849562
1389,0.01230965230707
1390,0.01231386127008
1391,0.01231871045666
1392,0.01232401884038
1393,0.01233019081142
1394,0.0123369081597
1395,0.01234279891425
1396,0.01234733323864
1397,0.01235180142861
1398,0.01235672021885
1399,0.01236168310533
1400,0.0123666494322
1401,0.01237233899718
1402,0.01237839883757
1403,0.01238403035466
1404,0.01238932138001
1405,0.01239462036333
1406,0.01239994486302
1407,0.01240508893695
1408,0.01241065142991
1409,0.01241666757276
1410,0.0124223520074
1411,0.0124275820563
1412,0.0124329355699
1413,0.0124385442372
1414,0.01244421141871
1415,0.01245020951722
1416,0.01245661860581
1417,0.01246258777051
1418,0.01246720663575
1419,0.01247123106977
1420,0.01247567413581
1421,0.01248074920136
1422,0.01248617627925
1423,0.01249207243114
1424,0.0124981293613
1425,0.01250383541029
1426,0.01250935875247
1427,0.01251528015709
1428,0.01252155221257
1429,0.01252776964897
1430,0.01253414418507
1431,0.01254039240223
1432,0.01254589430912
1433,0.0125504936516
1434,0.01255530255797
1435,0.0125609010962
1436,0.01256702491292
1437,0.01257360765182
1438,0.0125805359696
1439,0.01258707631373
1440,0.01259235248053
1441,0.01259698189318
1442,0.01260186126883
1443,0.0126071395186
1444,0.01261242187683
1445,0.01261827686042
1446,0.01262485838481
1447,0.01263110725107
1448,0.01263650036929
1449,0.01264186052836
1450,0.01264763081229
1451,0.0126534747544
1452,0.01265937164096
1453,0.01266560829596
1454,0.01267170538631
1455,0.01267720070279
1456,0.01268271429464
1457,0.01268864374378
1458,0.01269466026826
1459,0.0127007009322
1460,0.01270732171803
1461,0.01271418750663
1462,0.01272020611044
1463,0.01272535914214
1464,0.01273044291483
1465,0.01273578873035
1466,0.01274123946228
1467,0.01274709126593
1468,0.01275366053499
1469,0.01276012892223
1470,0.012766022889
1471,0.01277178554302
1472,0.01277776616549
1473,0.01278373570891
1474,0.01279575291254
1475,0.01280222096842
1476,0.01280813646151
1477,0.0128128280969
1478,0.01281774957051
1479,0.01282413891392
1480,0.01283156114741
1481,0.01283874273719
1482,0.01284551602852
1483,0.01285167636111
1484,0.0128571661801
1485,0.01286260405497
1486,0.01286887154687
1487,0.0128755538702
1488,0.0128817090434
1489,0.01288782207255
1490,0.0128942336012
1491,0.01290042623139
1492,0.01290562145973
1493,0.01291060216618
1494,0.01291601754318
1495,0.01292168579291
1496,0.01292772196373
1497,0.01293470774757
1498,0.01294214111072
1499,0.01294908224737
1500,0.01295590499895
1501,0.01296308057907
1502,0.01297029454818
1503,0.01297718351598
1504,0.01298380485872
1505,0.01298980270939
1506,0.01299490430084
1507,0.01299945327837
1508,0.01300467309628
1509,0.01301078632915
1510,0.01301714135806
1511,0.01302391266654
1512,0.0130310798406
1513,0.0130378599817
1514,0.01304384358373
1515,0.01304985760462
1516,0.01305652840743
1517,0.01306359236673
1518,0.01307060937139
1519,0.01307709855288
1520,0.01308252668881
1521,0.01308696359559
1522,0.01309177295618
1523,0.01309783192954
1524,0.01310460753378
1525,0.0131117868393
1526,0.01312001754175
1527,0.0131284878673
1528,0.01313540817404
1529,0.01314119450685
1530,0.01314734633173
1531,0.01315458071303
1532,0.01316220344603
1533,0.01316873685435
1534,0.01317352343416
1535,0.01317725019574
1536,0.01318140806186
1537,0.01318715292157
1538,0.01319430220717
1539,0.01320165101981
1540,0.01320932346083
1541,0.01321772808653
1542,0.01322020619472
1543,0.01322581672675
1544,0.01323088270287
1545,0.01323652482618
1546,0.01324286851303
1547,0.01324945375764
1548,0.0132562579042
1549,0.01326269601257
1550,0.01326822519827
1551,0.01327390416325
1552,0.01328068029201
1553,0.01328771559652
1554,0.01329421615507
1555,0.01330090740909
1556,0.01330779293826
1557,0.01331405582171
1558,0.01331993849839
1559,0.01332644103009
1560,0.0133334420401
1561,0.01334014934177
1562,0.01334656298986
1563,0.01335268738792
1564,0.01335831705554
1565,0.01336356903592
1566,0.01336969653433
1567,0.01337686296784
1568,0.0133839429784
1569,0.01339119139052
1570,0.01339850155599
1571,0.01340541101497
1572,0.01341115322758
1573,0.01341678440038
1574,0.01342297951599
1575,0.01342945220684
1576,0.01343680839548
1577,0.01344550149761
1578,0.01345395375539
1579,0.01346026393066
1580,0.01346553330508
1581,0.0134712709632
1582,0.01347749284241
1583,0.01348344240168
1584,0.01348964814679
1585,0.01349604037563
1586,0.01350192913906
1587,0.01350771859852
1588,0.01351436339854
1589,0.01352195622232
1590,0.01352977755916
1591,0.01353760495789
1592,0.01354506141062
1593,0.01355167621771
1594,0.01355764740349
1595,0.01356363119954
1596,0.01356968640118
1597,0.01357569436009
1598,0.01358271177282
1599,0.0135908568686
1600,0.0135994373679
1601,0.01360815844244
1602,0.01361631380153
1603,0.01362428388261
1604,0.01363246083825
1605,0.01364128171778
1606,0.01364999319949
1607,0.01365737555171
1608,0.01366277037366
1609,0.01366798008992
1610,0.01367446426484
1611,0.01368193057031
1612,0.01369012031707
1613,0.01369897386868
1614,0.01370739193186
1615,0.0137147392616
1616,0.01372220187081
1617,0.01373079400791
1618,0.01373942470272
1619,0.0137478560084
1620,0.01375695867506
1621,0.01376651534881
1622,0.01377526952806
1623,0.01378247086784
1624,0.01378806002234
1625,0.01379287112365
1626,0.01379841164186
1627,0.01380661384356
1628,0.01381675225207
1629,0.01382598405238
1630,0.01383390634131
1631,0.01384197181757
1632,0.01385069403862
1633,0.01385952113308
1634,0.01386805508315
1635,0.01387605412104
1636,0.01388325888549
1637,0.01389067035551
1638,0.01389904542447
1639,0.01390786629343
1640,0.01391620904561
1641,0.01392449301381
1642,0.01393280143067
1643,0.01394026711361
1644,0.01394678362716
1645,0.01395361553616
1646,0.01396082542343
1647,0.01396761687398
1648,0.01397528934403
1649,0.01398492302275
1650,0.01399557428972
1651,0.01400542479871
1652,0.01401338305987
1653,0.01401983506103
1654,0.01402618535216
1655,0.01403379665203
1656,0.0140425966191
1657,0.01405078526861
1658,0.01405784635755
1659,0.01406545380244
1660,0.014074405766
1661,0.01408408509732
1662,0.01409357392059
1663,0.0141029814155
1664,0.01411126141364
1665,0.01411827809074
1666,0.014125411784
1667,0.01413333950282
1668,0.01414143124918
1669,0.01415008080436
1670,0.01415997872062
1671,0.0141700504417
1672,0.01417833955274
1673,0.01420788895441
1674,0.01421137359479
1675,0.01421404660414
1676,0.01421938896971
1677,0.01422801716853
1678,0.01423730431534
1679,0.01424449198632
